CRASH_ID,SER_NO,INVSTG_AGY_SHORT_DESC,CRASH_SPEED_INVLV_FLG,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,SCHL_ZONE_IND,WRK_ZONE_IND,LANE RDWY DPRT CRASH FLG,UNLOCT FLG,CRASH_DT,CRASH_WK_DAY_CD,CRASH_HR_SHORT_DESC,CNTY_NM,CITY_SECT_NM,URB_AREA_SHORT_NM,HWY_NO,HWY_MED_NM,RDWY_NO,FC_CD,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,RD_CON_NO,LRS VAL,MP_NO,ST_NO,ST_NM,ISECT_ST_NO,ISECT_ST_NM,RD_CHAR_CD,RD_CHAR_SHORT_DESC,CMPSS_DIR_CD,CMPSS_DIR_FROM_CD,CMPSS_DIR_SHORT_DESC,IMPCT_LOC_CD,ISECT_TYP_SHORT_DESC,MEDN_TYP_SHORT_DESC,TURNG_LEG_QTY,LN_QTY,ISECT_REL_FLG,TRAF_CNTL_DEVICE_SHORT_DESC,OFF_RDWY_FLG,RNDABT_FLG,DRVWY_REL_FLG,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_2_CD,CRASH_EVNT_3_CD,CRASH_CAUSE_1_CD,CRASH_CAUSE_2_CD,CRASH_CAUSE_3_CD,LAT DEG NO,LAT MINUTE NO,LAT SEC NO,LONGTD DEG NO,LONGTD MINUTE NO,LONGTD SEC NO,VHCL_ID,STRIKG_VHCL_FLG,VHCL_CODED_SEQ_NO,VHCL_TYP_SHORT_DESC,VHCL_USE_SHORT_DESC,TRLR_QTY,VHCL_OWNSHP_SHORT_DESC,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_EVNT_1_CD,VHCL_EVNT_2_CD,VHCL_EVNT_3_CD,VHCL_CAUSE_1_CD,VHCL_CAUSE_2_CD,VHCL_CAUSE_3_CD,PARTIC_ID,STRIKG_PARTIC_FLG,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_SHORT_DESC,INJ_SVRTY_SHORT_DESC,AGE_VAL,SEX_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_SHORT_DESC,PARTIC_ACTN_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_2_CD,PARTIC_ERR_3_CD,PARTIC_EVNT_1_CD,PARTIC_EVNT_2_CD,PARTIC_EVNT_3_CD,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_3_CD,TOTAL_CRASHES,TOTAL_ROWS
1701599,4323,NONE,0,0,0,0,0,0,N,FALSE,4/14/2016,5,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306,322,PACIFIC HY I-5,9413,SB EF COL BLVD C2,3,STRGHT,1,,N,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,UNK,DAY,S-1STOP,REAR,PDO,,,,29,,,45,35,6.7,-122,40,47.11,3211439,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3664187,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701599,4323,NONE,0,0,0,0,0,0,N,FALSE,4/14/2016,5,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306,322,PACIFIC HY I-5,9413,SB EF COL BLVD C2,3,STRGHT,1,,N,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,UNK,DAY,S-1STOP,REAR,PDO,,,,29,,,45,35,6.7,-122,40,47.11,3211440,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3664188,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701553,4302,NONE,0,0,0,0,0,0,N,FALSE,4/14/2016,5,11A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301.37,302,PACIFIC HY I-5,9449,NB EF MORRISN BR C3,3,STRGHT,1,,N,3,,RSDMD,,4,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,17.71,-122,39,55.86,3211357,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3664109,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701553,4302,NONE,0,0,0,0,0,0,N,FALSE,4/14/2016,5,11A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301.37,302,PACIFIC HY I-5,9449,NB EF MORRISN BR C3,3,STRGHT,1,,N,3,,RSDMD,,4,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,17.71,-122,39,55.86,3211358,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,52,,,,0,,,3664110,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701637,4343,NONE,0,0,0,0,0,0,N,FALSE,4/16/2016,7,10A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.16,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,115,,,27,,,45,33,31.51,-122,40,43.25,3211514,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3664261,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701637,4343,NONE,0,0,0,0,0,0,N,FALSE,4/16/2016,7,10A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.16,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,115,,,27,,,45,33,31.51,-122,40,43.25,3211515,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,6,,,,0,,,3664262,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701776,4412,NONE,0,0,0,0,0,0,N,FALSE,4/17/2016,1,11A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.9,302,PACIFIC HY I-5,9436,SB EX BANFIELD FY,8,BRIDGE,5,,S,6,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,42.75,-122,39,55.35,3211770,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3664512,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701776,4412,NONE,0,0,0,0,0,0,N,FALSE,4/17/2016,1,11A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.9,302,PACIFIC HY I-5,9436,SB EX BANFIELD FY,8,BRIDGE,5,,S,6,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,42.75,-122,39,55.35,3211771,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,6,,,,0,,,3664513,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1666323,4467,NONE,0,0,0,0,0,0,N,FALSE,4/18/2016,2,3P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.17,9009,MARQUAM BRIDGE,9550,EB EX MARQUAM BR C2,8,BRIDGE,7,,W,4,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,22.43,-122,40,20.23,3145935,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,W,E,0,,,,0,,,3589597,0,1,1,DRVR,,,,NONE,53,1,OR-Y,OR>25,0,,26,,,,,,29,,,717,1693
1666323,4467,NONE,0,0,0,0,0,0,N,FALSE,4/18/2016,2,3P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.17,9009,MARQUAM BRIDGE,9550,EB EX MARQUAM BR C2,8,BRIDGE,7,,W,4,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,22.43,-122,40,20.23,3145936,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,W,E,11,,,,0,,,3589598,0,1,1,DRVR,,,,INJC,34,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1666132,5259,NONE,0,0,0,0,0,0,N,FALSE,4/18/2016,2,6A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,3,STRGHT,1,,N,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,27,,,45,30,57.14,-122,40,2.24,3145574,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3589164,0,1,1,DRVR,,,,NONE,38,2,OR-Y,OR<25,38,,26,16,,,,,27,,,717,1693
1666132,5259,NONE,0,0,0,0,0,0,N,FALSE,4/18/2016,2,6A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,3,STRGHT,1,,N,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,27,,,45,30,57.14,-122,40,2.24,3145575,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3589165,0,1,1,DRVR,,,,INJC,28,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1701942,4502,NONE,0,0,0,0,0,0,N,FALSE,4/19/2016,3,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.98,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,3,STRGHT,1,,N,3,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-STRGHT,REAR,PDO,43,99,13,29,,,45,36,46.1,-122,40,41.66,3212080,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3664817,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1701942,4502,NONE,0,0,0,0,0,0,N,FALSE,4/19/2016,3,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.98,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,3,STRGHT,1,,N,3,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-STRGHT,REAR,PDO,43,99,13,29,,,45,36,46.1,-122,40,41.66,3212081,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3664818,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702648,4814,NONE,0,0,0,0,0,0,N,FALSE,4/20/2016,4,7A,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.42,306,PACIFIC HY I-5,9492,NB EX MARQUAM BR,3,STRGHT,5,,S,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,29,46.43,-122,40,23.94,3213336,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3666041,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702648,4814,NONE,0,0,0,0,0,0,N,FALSE,4/20/2016,4,7A,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.42,306,PACIFIC HY I-5,9492,NB EX MARQUAM BR,3,STRGHT,5,,S,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,29,46.43,-122,40,23.94,3213337,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,6,,,,0,,,3666042,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702057,4572,NONE,0,0,0,0,0,0,N,FALSE,4/20/2016,4,6P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305,322,PACIFIC HY I-5,9419,NB EF PTLD BLVD C2,3,STRGHT,5,,S,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,14.46,-122,40,42.79,3212278,1,1,SEMI TOW,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3665009,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702057,4572,NONE,0,0,0,0,0,0,N,FALSE,4/20/2016,4,6P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305,322,PACIFIC HY I-5,9419,NB EF PTLD BLVD C2,3,STRGHT,5,,S,4,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,14.46,-122,40,42.79,3212279,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,6,,,,0,,,3665010,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1666193,5267,NO RPT,0,0,0,0,0,0,Y,FALSE,4/21/2016,5,2A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.22,322,PACIFIC HY I-5,9427,NB EF GOING ST C2,3,STRGHT,1,,N,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DARK,PRKD MV,REAR,INJ,92,,,26,,,45,33,33.79,-122,40,42.38,3145687,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,7,92,,,26,,,3589302,0,1,1,DRVR,,,,INJB,30,1,OR-Y,OR<25,0,,26,80,,,,,26,,,717,1693
1666193,5267,NO RPT,0,0,0,0,0,0,Y,FALSE,4/21/2016,5,2A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.22,322,PACIFIC HY I-5,9427,NB EF GOING ST C2,3,STRGHT,1,,N,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DARK,PRKD MV,REAR,INJ,92,,,26,,,45,33,33.79,-122,40,42.38,3145688,0,2,PSNGR CAR,NONE,0,PRVTE,PRKD-P,S,N,8,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,717,1693
1666372,4632,NONE,0,0,0,0,0,0,N,FALSE,4/22/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.65,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,32,20.74,-122,40,13.21,3146029,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3589715,0,1,1,DRVR,,,,NONE,22,1,OR-Y,OR>25,0,,26,,,,,,29,,,717,1693
1666372,4632,NONE,0,0,0,0,0,0,N,FALSE,4/22/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.65,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,32,20.74,-122,40,13.21,3146030,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3589716,0,1,1,DRVR,,,,NONE,34,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1666372,4632,NONE,0,0,0,0,0,0,N,FALSE,4/22/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.65,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,32,20.74,-122,40,13.21,3146030,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3589717,0,2,2,PSNG,,,,INJC,14,2,,,0,,0,,,,,,0,,,717,1693
1665378,4734,CITY,0,1,0,0,0,0,Y,FALSE,4/24/2016,1,7P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,303.09,322,PACIFIC HY I-5,9455,SB EF GREELEY AV C2,8,BRIDGE,1,,N,6,,RSDMD,,6,0,MEDIAN BAR,1,0,0,RAIN,WET,DUSK,FIX OBJ,FIX,INJ,119,10,,33,,,45,32,38.42,-122,40,31.71,3144173,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,119,10,,0,,,3587355,0,1,1,DRVR,,,,INJC,23,2,OR-Y,N-RES,0,,51,,,,,,33,,,717,1693
1702613,4773,NONE,0,0,0,0,0,0,N,FALSE,4/25/2016,2,12P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.9,302,PACIFIC HY I-5,9436,SB EX BANFIELD FY,3,STRGHT,5,,S,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,42.75,-122,39,55.35,3213272,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3665980,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702613,4773,NONE,0,0,0,0,0,0,N,FALSE,4/25/2016,2,12P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.9,302,PACIFIC HY I-5,9436,SB EX BANFIELD FY,3,STRGHT,5,,S,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,31,42.75,-122,39,55.35,3213273,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,6,,,,0,,,3665981,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702532,4751,NO RPT,0,0,0,0,0,0,N,FALSE,4/25/2016,2,6P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301.83,302,PACIFIC HY I-5,9437,NB EF BANFIELD FY,3,STRGHT,5,,S,3,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,31,40.83,-122,39,54.78,3213126,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3665838,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702532,4751,NO RPT,0,0,0,0,0,0,N,FALSE,4/25/2016,2,6P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,301.83,302,PACIFIC HY I-5,9437,NB EF BANFIELD FY,3,STRGHT,5,,S,3,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,31,40.83,-122,39,54.78,3213127,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3665839,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702646,4810,NONE,0,0,0,0,0,0,N,FALSE,4/26/2016,3,9A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.01,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,33,23.48,-122,40,43.32,3213332,1,1,UNKNOWN,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3666037,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702646,4810,NONE,0,0,0,0,0,0,N,FALSE,4/26/2016,3,9A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.01,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,33,23.48,-122,40,43.32,3213333,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3666038,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1666230,5779,NO RPT,0,0,0,0,0,0,N,FALSE,4/26/2016,3,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.06,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,3,STRGHT,1,,N,3,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,9.58,-122,40,47.91,3145758,1,1,UNKNOWN,NONE,9,PRVTE,STRGHT,S,N,0,,,,0,,,3589384,0,1,1,DRVR,,,,NONE,0,1,UNK,UNK,0,,26,,,,,,29,,,717,1693
1666230,5779,NO RPT,0,0,0,0,0,0,N,FALSE,4/26/2016,3,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.06,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,3,STRGHT,1,,N,3,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,9.58,-122,40,47.91,3145759,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,13,,,0,,,3589385,0,1,1,DRVR,,,,INJC,53,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1666230,5779,NO RPT,0,0,0,0,0,0,N,FALSE,4/26/2016,3,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.06,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,3,STRGHT,1,,N,3,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,35,9.58,-122,40,47.91,3145760,0,3,UNKNOWN,UNKN,9,UNKN,STOP,S,N,22,,,,0,,,3589386,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702704,4853,NO RPT,0,0,0,0,0,0,N,FALSE,4/27/2016,4,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.93,322,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DARK,S-STRGHT,REAR,PDO,,,,29,,,45,34,10.86,-122,40,42.7,3213440,1,1,UNKNOWN,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3666142,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702704,4853,NO RPT,0,0,0,0,0,0,N,FALSE,4/27/2016,4,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.93,322,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DARK,S-STRGHT,REAR,PDO,,,,29,,,45,34,10.86,-122,40,42.7,3213441,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,6,,,,0,,,3666143,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1665779,4860,NONE,0,0,0,0,0,0,N,FALSE,4/28/2016,5,1P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.34,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,4,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,30,27.57,-122,40,10.71,3144919,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,SW,NE,0,,,,0,,,3588321,0,1,1,DRVR,,,,NONE,0,1,UNK,UNK,0,,26,,,,,,29,,,717,1693
1665779,4860,NONE,0,0,0,0,0,0,N,FALSE,4/28/2016,5,1P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.34,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,4,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,30,27.57,-122,40,10.71,3144920,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,SW,NE,11,13,,,0,,,3588322,0,1,1,DRVR,,,,INJC,25,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1665779,4860,NONE,0,0,0,0,0,0,N,FALSE,4/28/2016,5,1P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.34,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,4,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,30,27.57,-122,40,10.71,3144921,0,3,PSNGR CAR,NONE,0,PRVTE,STOP,SW,NE,22,,,,0,,,3588323,0,1,1,DRVR,,,,NONE,53,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1702755,4878,NONE,0,0,0,0,0,0,N,FALSE,4/28/2016,5,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.61,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,7,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,5,,,45,32,18.99,-122,40,11.77,3213530,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,0,,,,0,,,3666225,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
