crashid,date,hour,day,city_section,highwayid,milepost,lat,lon,road_type,road_desc,street_name,isect_num,lane_quantity,crash_severity,volume,speed,weather1,weather2,precip,temp,wind,cloud,visibility,road_cond,light_cond
1701942,2016-04-19,13:00:00,TUESDAY,Portland N,2,308,45.612806,-122.678239,MN,STRGHT,PACIFIC HY I-5,9457,6,PDO,784.00,54.67,Clear,UNK,0,80.07,0.91,0,9,UNK,DAY
1701960,2016-08-04,18:00:00,THURSDAY,Portland N,2,304,45.555089,-122.678492,MN,STRGHT,PACIFIC HY I-5,9427,6,PDO,853.00,58.00,Clear,CLR,0,87.58,4.08,0,9,DRY,DAY
1702057,2016-04-20,18:00:00,WEDNESDAY,Portland N,2,305,45.570683,-122.678553,MN,STRGHT,PACIFIC HY I-5,9419,6,PDO,871.00,53.67,Clear,CLR,0,75.02,8.05,0.31,9,DRY,DAY
1702192,2016-08-25,13:00:00,THURSDAY,Portland N,2,307,45.59895,-122.684089,MN,STRGHT,PACIFIC HY I-5,609,6,PDO,682.00,60.67,Clear,CLR,0,89.75,3.41,0,9,DRY,DAY
1702373,2016-08-20,18:00:00,SATURDAY,Portland NE,2,302,45.531456,-122.665194,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1340.00,48.50,Clear,CLR,0,96.27,3.17,0,9,DRY,DAY
1702479,2016-08-26,16:00:00,FRIDAY,Portland Bridges,2,300.5,45.507261,-122.670328,MN,BRIDGE,MARQUAM BRIDGE,9453,6,PDO,1160.00,51.33,Clear,CLR,0,95.01,4.92,0,9,DRY,DAY
1702532,2016-04-25,18:00:00,MONDAY,Portland NE,2,302,45.528008,-122.665217,MN,STRGHT,PACIFIC HY I-5,9437,4,PDO,1112.00,54.00,Partly Cloudy,CLR,0,58.66,6.03,0.45,9,DRY,DAY
1702556,2016-08-27,13:00:00,SATURDAY,Portland SW,2,300,45.504136,-122.673814,MN,BRIDGE,NB EF MACADAM AV C4,9492,2,PDO,676.00,51.50,Clear,CLR,0,75.56,2.92,0,9,DRY,DAY
1702628,2016-08-20,11:00:00,SATURDAY,Portland SE,2,301.5,45.522978,-122.665372,MN,STRGHT,PACIFIC HY I-5,9449,4,PDO,1381.00,44.50,Clear,CLR,0,81.5,0.74,0,9,DRY,DAY
1702633,2016-08-20,14:00:00,SATURDAY,Portland N,2,307,45.595942,-122.684197,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,1079.00,61.33,Clear,CLR,0,94.69,2.92,0,9,DRY,DAY
1702648,2016-04-20,07:00:00,WEDNESDAY,Portland SW,2,299.5,45.496231,-122.673317,MN,STRGHT,PACIFIC HY I-5,9492,6,PDO,1294.00,62.33,Clear,CLR,0,57.22,0.33,0,9,DRY,DAY
1702704,2016-04-27,21:00:00,WEDNESDAY,Portland N,2,305,45.569683,-122.678528,MN,STRGHT,PACIFIC HY I-5,9422,6,PDO,412.00,61.00,Partly Cloudy,UNK,0,52.5,0.91,0.37,9,UNK,DARK
1703317,2016-08-18,00:00:00,THURSDAY,Portland N,2,307.5,45.609356,-122.680219,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,32.00,69.00,Clear,CLR,0,68.01,0.81,0,9,DRY,DAY
1703420,2016-08-24,18:00:00,WEDNESDAY,Portland N,2,306.5,45.594361,-122.683608,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,0.00,,Clear,CLR,0,88.89,8.05,0,9,DRY,DAY
1703488,2016-08-24,15:00:00,WEDNESDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,6,PDO,952.00,57.00,Clear,UNK,0,90.84,6.03,0,9,UNK,DAY
1703657,2016-05-05,04:00:00,THURSDAY,Portland Bridges,2,300.5,45.50795,-122.669139,MN,BRIDGE,MARQUAM BRIDGE,9452,4,PDO,243.00,46.33,Overcast,UNK,0,53.98,1.18,0.99,9,DRY,DARK
1704090,2016-09-07,05:00:00,WEDNESDAY,Portland NE,2,302,45.530367,-122.665167,MN,BRIDGE,PACIFIC HY I-5,9437,6,PDO,880.00,58.00,Overcast,CLR,0,59.44,2.01,1,9,WET,DARK
1704247,2016-05-12,13:00:00,THURSDAY,Portland SE,2,300.5,45.509,-122.667375,MN,BRIDGE,PACIFIC HY I-5,9460,4,PDO,503.00,50.33,Clear,CLR,0,75.74,2.92,0,9,DRY,DAY
1704254,2016-05-12,13:00:00,THURSDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,BRIDGE,PACIFIC HY I-5,9453,4,PDO,503.00,50.33,Clear,CLR,0,75.74,2.92,0,9,DRY,DAY
1705079,2016-09-11,17:00:00,SUNDAY,Portland NE,2,302.5,45.534078,-122.666039,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,0.00,,Clear,CLR,0,69.82,3.25,0.18,9,DRY,DAY
1705197,2016-05-14,00:00:00,SATURDAY,Portland NE,2,301.5,45.523397,-122.665364,MN,STRGHT,PACIFIC HY I-5,9437,4,PDO,419.00,59.50,Partly Cloudy,RAIN,0,61.35,6.03,0.47,9,WET,DAY
1705319,2016-05-19,14:00:00,THURSDAY,Portland N,2,305,45.574047,-122.678547,MN,STRGHT,PACIFIC HY I-5,9418,7,PDO,1164.00,51.00,Light Rain,UNK,0.0181,53.79,4.92,1,8,UNK,DAY
1705437,2016-09-11,18:00:00,SUNDAY,Portland NE,2,302,45.530367,-122.665167,MN,STRGHT,PACIFIC HY I-5,9437,6,INJ,1088.00,55.50,Clear,CLR,0,69.46,4.33,0.16,9,DRY,DAY
1705469,2016-09-13,15:00:00,TUESDAY,Portland SW,2,299.5,45.494903,-122.673372,MN,STRGHT,PACIFIC HY I-5,9482,6,PDO,1426.00,26.33,Clear,CLR,0,77.57,6.03,0,9,DRY,DAY
1706638,2016-10-13,16:00:00,THURSDAY,Portland N,2,307,45.59895,-122.684089,MN,STRGHT,PACIFIC HY I-5,609,6,PDO,736.00,26.33,Rain,RAIN,0.1018,55.95,1.11,1,3,WET,DAY
1706641,2016-09-14,18:00:00,WEDNESDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9460,6,PDO,1222.00,37.33,Clear,CLR,0,77.6,4.03,0,9,DRY,DAY
1706760,2016-09-15,13:00:00,THURSDAY,Portland N,2,308,45.616317,-122.676164,MN,BRIDGE,PACIFIC HY I-5,9457,6,PDO,1057.00,54.00,Clear,CLR,0,69.64,2.92,0,9,DRY,DAY
1707053,2016-06-11,15:00:00,SATURDAY,Portland NE,2,301.5,45.523397,-122.665364,MN,STRGHT,PACIFIC HY I-5,9437,4,PDO,1161.00,35.00,Mostly Cloudy,UNK,0,61.35,1.13,0.79,9,UNK,DAY
1707359,2016-06-18,00:00:00,SATURDAY,Portland SW,2,299,45.490192,-122.675033,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,395.00,59.67,Clear,CLR,0,58.09,2.92,0.13,9,DRY,DAY
1707387,2016-06-19,16:00:00,SUNDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9460,8,PDO,881.00,21.67,Clear,UNK,0,76.38,3.17,0,9,UNK,DAY
1707421,2016-09-21,09:00:00,WEDNESDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,PDO,905.00,31.33,Overcast,UNK,0,52,0.53,0.91,9,UNK,DAY
1707488,2016-06-15,18:00:00,WEDNESDAY,Portland NE,2,302,45.530367,-122.665167,MN,BRIDGE,PACIFIC HY I-5,9434,6,PDO,1314.00,26.50,Overcast,CLR,0.0006,59.73,2.06,0.89,9,DRY,DAY
1707515,2016-09-28,08:00:00,WEDNESDAY,Portland NE,2,302,45.531047,-122.665181,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1508.00,23.50,Clear,CLR,0,51.11,0.21,0.05,9,DRY,DAY
1708322,2016-09-30,14:00:00,FRIDAY,Portland N,2,308,45.616447,-122.676086,MN,BRIDGE,PACIFIC HY I-5,9457,6,PDO,1008.00,55.67,Clear,CLR,0,64.96,2.92,0.01,9,DRY,DAY
1708430,2016-09-30,13:00:00,FRIDAY,Portland N,2,304,45.553292,-122.678514,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1315.00,35.33,Clear,CLR,0,61.53,0.91,0.16,9,DRY,DAY
1708619,2016-09-16,16:00:00,FRIDAY,Portland N,2,303,45.544586,-122.675997,MN,CURVE,NB EX GREELEY AV C1,322,1,PDO,659.00,16.50,Clear,RAIN,0,83.49,0.91,0.01,9,WET,DAY
1709001,2016-10-10,10:00:00,MONDAY,Portland N,2,304,45.554258,-122.678503,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1357.00,44.00,Overcast,CLR,0,50.2,0.81,0.99,9,DRY,DAY
1709854,2016-10-16,03:00:00,SUNDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,BRIDGE,PACIFIC HY I-5,9452,4,PDO,105.00,53.33,Possible Drizzle,RAIN,0.0028,53.61,3.88,0.86,9,WET,DLIT
1710036,2016-10-07,05:00:00,FRIDAY,Portland NE,2,302,45.530367,-122.665167,MN,STRGHT,PACIFIC HY I-5,9437,6,PDO,679.00,56.00,Drizzle,RAIN,0.0117,55.05,8.96,1,8,WET,DLIT
1710501,2016-10-07,08:00:00,FRIDAY,Portland N,2,307,45.595536,-122.684083,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,593.00,10.67,Possible Drizzle,CLD,0.0049,55.77,2.21,1,9,WET,DAY
1710609,2016-10-18,17:00:00,TUESDAY,Portland N,2,303.5,45.550786,-122.678539,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1068.00,42.00,Overcast,CLR,0.0004,57.76,1.68,0.89,9,DRY,DAY
1710694,2016-10-22,15:00:00,SATURDAY,Portland N,2,307.5,45.605256,-122.68225,MN,STRGHT,PACIFIC HY I-5,9101,6,PDO,420.00,67.00,Clear,CLR,0,61.72,2.44,0,9,DRY,DAY
1711066,2016-10-27,14:00:00,THURSDAY,Portland N,2,306.5,45.594489,-122.683664,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,998.00,60.33,Overcast,CLR,0.0007,55.23,2.12,1,9,DRY,DAY
1711345,2016-10-29,01:00:00,SATURDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,BRIDGE,PACIFIC HY I-5,9460,6,PDO,239.00,56.33,Clear,UNK,0,56.62,2.58,0.1,9,UNK,DLIT
1711453,2016-10-27,07:00:00,THURSDAY,Portland N,2,304,45.558497,-122.678456,MN,STRGHT,PACIFIC HY I-5,9427,6,PDO,1195.00,24.67,Overcast,RAIN,0.0014,52.89,1.21,1,9,WET,DAWN
1711543,2016-10-26,04:00:00,WEDNESDAY,Portland SW,2,299,45.491831,-122.673956,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,238.00,58.33,Light Rain,RAIN,0.062,54.87,6.03,1,6,WET,DLIT
1711784,2016-11-08,19:00:00,TUESDAY,Portland N,2,306.5,45.592317,-122.6827,MN,STRGHT,PACIFIC HY I-5,9412,6,PDO,436.00,61.67,Clear,UNK,0,57.85,0.72,0,9,UNK,DLIT
1711806,2016-10-24,16:00:00,MONDAY,Portland N,2,305,45.573622,-122.678558,MN,STRGHT,PACIFIC HY I-5,9418,6,PDO,884.00,26.33,Light Rain,RAIN,0.0301,52.9,6.03,1,8,WET,DAY
1712155,2016-11-02,23:00:00,WEDNESDAY,Portland N,2,308,45.6095,-122.680136,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,284.00,58.67,Overcast,RAIN,0.001,58.66,2.92,1,9,WET,DLIT
1713530,2016-11-26,17:00:00,SATURDAY,Portland Bridges,2,300.5,45.508639,-122.667947,MN,BRIDGE,MARQUAM BRIDGE,9453,3,PDO,956.00,48.67,Possible Drizzle,RAIN,0.0012,50.56,2.96,1,9,WET,DLIT
1713751,2016-11-17,13:00:00,THURSDAY,Portland NE,2,302.5,45.534686,-122.666461,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,13932.00,59.00,Mostly Cloudy,CLR,0,51.09,4.03,0.78,9,DRY,DAY
1714346,2016-11-20,00:00:00,SUNDAY,Portland N,2,303,45.541508,-122.672286,MN,STRGHT,PACIFIC HY I-5,9454,6,PDO,284.00,61.50,Overcast,RAIN,0,52.53,0.91,1,9,WET,DAY
1714576,2016-12-03,17:00:00,SATURDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,BRIDGE,PACIFIC HY I-5,9460,3,PDO,1015.00,37.67,Drizzle,RAIN,0.0081,49.12,1.08,1,9,WET,DLIT
1714579,2016-12-03,17:00:00,SATURDAY,Portland NE,2,301.5,45.52675,-122.66525,MN,BRIDGE,PACIFIC HY I-5,9437,6,PDO,1259.00,35.50,Drizzle,RAIN,0.0081,49.12,1.08,1,9,WET,DUSK
1714959,2016-11-22,00:00:00,TUESDAY,Portland N,2,308,45.616317,-122.676164,MN,BRIDGE,PACIFIC HY I-5,9457,6,PDO,120.00,59.33,Overcast,RAIN,0,45.06,2.92,0.9,9,WET,DAY
1715135,2016-11-24,20:00:00,THURSDAY,Portland N,2,306.5,45.594361,-122.683608,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,708.00,52.33,Light Rain,RAIN,0.0414,47.67,2.72,1,5,WET,DLIT
1715208,2016-12-20,10:00:00,TUESDAY,Portland N,2,302.5,45.539236,-122.670233,MN,STRGHT,PACIFIC HY I-5,9442,4,PDO,13886.00,57.50,Possible Drizzle,CLR,0.0033,45.91,0.91,1,9,WET,DAY
1715667,2016-12-13,19:00:00,TUESDAY,Portland N,2,306.5,45.593083,-122.683039,MN,STRGHT,PACIFIC HY I-5,9412,6,PDO,556.00,58.67,Clear,CLR,0,35.08,6.05,0.13,9,DRY,DLIT
1715747,2016-12-22,17:00:00,THURSDAY,Portland N,2,303,45.542614,-122.673622,MN,BRIDGE,PACIFIC HY I-5,9454,6,PDO,713.00,29.50,Overcast,CLR,0,40.29,2.92,1,9,DRY,DUSK
1715801,2016-12-19,09:00:00,MONDAY,Portland NE,2,302,45.531456,-122.665194,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1186.00,25.00,Possible Light Rain,RAIN,0.0175,39.4,6.93,1,6,WET,DAY
1716117,2016-12-28,14:00:00,WEDNESDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,6,PDO,1227.00,52.00,Overcast,CLR,0,41.54,1.91,0.88,7,DRY,DAY
1716292,2016-12-13,16:00:00,TUESDAY,Portland SW,2,300,45.502731,-122.673258,MN,INTER,NB EF MACADAM AV C4,9492,,PDO,692.00,20.00,Clear,CLR,0,37.95,8.96,0.03,9,DRY,DUSK
1716389,2016-12-11,13:00:00,SUNDAY,Portland N,2,308,45.612675,-122.678317,MN,INTER,PACIFIC HY I-5,9457,,PDO,1047.00,52.00,Possible Drizzle,CLR,0.0106,45.16,8.96,0.85,9,WET,DAY
1716583,2016-12-16,13:00:00,FRIDAY,Portland N,2,306.5,45.592317,-122.6827,MN,STRGHT,PACIFIC HY I-5,9412,6,PDO,863.00,57.67,Clear,CLD,0.0016,35.99,1.43,0.12,9,WET,DAY
